   GoodVibes v3.0.1 2023/07/31 16:45:18
   REF: Luchini, G.; Alegre-Requena J. V.; Guan, Y.; Funes-Ardoiz, I.; Paton, R. S. (2019).
        GoodVibes: GoodVibes 3.0.1 http://doi.org/10.5281/zenodo.595246
   Requested: --csv --output am1_exo_gs 

   Temperature = 298.15 Kelvin   Pressure = 1 atm
   All energetic values below shown in Hartree unless otherwise specified.
   Using vibrational scale factor 1.0 for AM1/ZDO level of theory

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Grimme: Using a mixture of RRHO and Free-rotor vibrational entropies.
   REF: Grimme, S. Chem. Eur. J. 2012, 18, 9955-9964


   Structure,E,ZPE,H,T.S,T.qh-S,G(T),qh-G(T),
o  gs_di_1223,0.004527,0.072014,0.081198,0.030997,0.030998,0.050201,0.050200,
o  gs_di_1224,0.004527,0.072014,0.081198,0.030997,0.030998,0.050201,0.050200,
o  gs_di_1225,0.004527,0.072014,0.081198,0.030997,0.030998,0.050201,0.050200,
o  gs_di_1226,0.004527,0.072014,0.081198,0.030997,0.030998,0.050201,0.050200,
o  gs_di_1227,-0.006685,0.099517,0.099276,0.036313,0.035454,0.062963,0.063821,
o  gs_di_1228,-0.006685,0.099517,0.099276,0.036313,0.035454,0.062963,0.063821,
o  gs_di_1229,-0.006685,0.099517,0.099276,0.036313,0.035454,0.062963,0.063821,
o  gs_di_1230,-0.006685,0.099517,0.099276,0.036313,0.035454,0.062963,0.063821,
o  gs_di_1231,-0.006685,0.099517,0.099276,0.036313,0.035454,0.062963,0.063821,
o  gs_di_1232,-0.006685,0.099517,0.099276,0.036313,0.035454,0.062963,0.063821,
o  gs_di_1233,-0.053387,0.104822,0.058867,0.038759,0.038016,0.020108,0.020851,
o  gs_di_1234,-0.053387,0.104822,0.058867,0.038759,0.038016,0.020108,0.020851,
o  gs_di_1235,-0.053387,0.104822,0.058867,0.038759,0.038016,0.020108,0.020851,
o  gs_di_1236,-0.053387,0.104822,0.058867,0.038759,0.038016,0.020108,0.020851,
o  gs_di_1237,-0.053387,0.104822,0.058867,0.038759,0.038016,0.020108,0.020851,
o  gs_di_1238,-0.053387,0.104822,0.058867,0.038759,0.038016,0.020108,0.020851,
o  gs_di_1239,0.062558,0.071898,0.140584,0.035235,0.035232,0.105349,0.105352,
o  gs_di_1240,0.062558,0.071898,0.140584,0.035235,0.035232,0.105349,0.105352,
o  gs_di_1241,0.062558,0.071898,0.140584,0.035235,0.035232,0.105349,0.105352,
o  gs_di_1242,0.062558,0.071898,0.140584,0.035235,0.035232,0.105349,0.105352,
o  gs_di_1243,0.062558,0.071898,0.140584,0.035235,0.035232,0.105349,0.105352,
o  gs_di_1244,0.062558,0.071898,0.140584,0.035235,0.035232,0.105349,0.105352,
o  gs_di_1245,0.001427,0.062819,0.069880,0.034358,0.034363,0.035522,0.035517,
o  gs_di_1246,0.001427,0.062819,0.069880,0.034358,0.034363,0.035522,0.035517,
o  gs_di_1247,0.001427,0.062819,0.069880,0.034358,0.034363,0.035522,0.035517,
o  gs_di_1248,0.001427,0.062819,0.069880,0.034358,0.034363,0.035522,0.035517,
o  gs_di_1249,0.001427,0.062819,0.069880,0.034358,0.034363,0.035522,0.035517,
o  gs_di_1250,0.001427,0.062819,0.069880,0.034358,0.034363,0.035522,0.035517,
o  gs_di_1251,0.020123,0.062153,0.088130,0.035718,0.035723,0.052412,0.052407,
